w11,w12,w13,w21,w22,w23,w31,w32,w33,w41,w42,w43
0.014987733,0.059492495,0.02544969,0.026136035,0.0100179035,0.014770371,-0.0056126066,0.016913412,0.026916897,-0.022147667,-0.002066424,-0.0053653778
0.014993453,0.059131745,0.025454763,0.026093865,0.010028135,0.014692732,-0.0056038736,0.016910158,0.026888976,-0.022152329,-0.0020826226,-0.0053546415
0.014985122,0.059590984,0.02528189,0.026178814,0.009933173,0.0147512825,-0.0055942857,0.01691503,0.026897995,-0.022148952,-0.0020412395,-0.005365033
0.014936502,0.05855405,0.025485845,0.025781253,0.010051187,0.014853594,-0.005561916,0.016913468,0.026918942,-0.022035373,-0.0021416731,-0.0053669713
0.014979191,0.058649935,0.025403645,0.025813114,0.009900311,0.014461269,-0.0055983625,0.01690974,0.026901718,-0.022038752,-0.0021121744,-0.005351827
0.01494934,0.05948649,0.025283417,0.026052855,0.009995551,0.014787838,-0.00552929,0.016916009,0.026917739,-0.022135928,-0.0021316868,-0.005351897
0.014970348,0.059319086,0.025338884,0.02585137,0.009998351,0.01477049,-0.0055239727,0.01692163,0.02690896,-0.022099327,-0.0021855526,-0.005382557
0.014941178,0.059017178,0.025395969,0.025865408,0.009965559,0.014717072,-0.0056040166,0.016907757,0.026928332,-0.022157937,-0.002170181,-0.005377122
0.015003397,0.059181727,0.02537402,0.025911352,0.010128957,0.014766246,-0.0055773393,0.01691186,0.02695521,-0.022181008,-0.0021300686,-0.005372638
0.014951689,0.058996446,0.025414828,0.025813032,0.010048276,0.0145678595,-0.0055590076,0.016923845,0.026906293,-0.02211577,-0.0021211617,-0.00537024
0.014966089,0.059041455,0.025297105,0.025926786,0.010064102,0.0147076715,-0.0055868956,0.016908856,0.026932053,-0.022150733,-0.0020880394,-0.005360851
0.014931226,0.05914636,0.02527733,0.025835885,0.01005353,0.014942176,-0.0055892803,0.016906502,0.026921216,-0.022092853,-0.0020915323,-0.0053681377
0.014919794,0.05925129,0.025181923,0.025900438,0.010040233,0.014744554,-0.005547505,0.016904138,0.026900342,-0.022093346,-0.0020805656,-0.005367126
0.01486913,0.05918824,0.025222462,0.02583375,0.010042394,0.014985816,-0.0055024084,0.016927974,0.026904928,-0.021984162,-0.0020817155,-0.0053682523
0.014997787,0.059020318,0.025270106,0.025755303,0.01027752,0.015289738,-0.0056485045,0.016876379,0.026980434,-0.022090895,-0.0020462167,-0.005400829
0.014982355,0.058938347,0.025269857,0.025590027,0.01011632,0.014802657,-0.0056140684,0.016885351,0.026940886,-0.021984324,-0.0020650337,-0.0054047997
0.014977713,0.058862098,0.025283225,0.025530314,0.010150928,0.014890778,-0.0056710984,0.016887967,0.026951296,-0.02191562,-0.002058615,-0.0054189293
0.014938178,0.058767773,0.025408436,0.025553718,0.010215006,0.014898781,-0.0056303064,0.016899789,0.026940888,-0.02193331,-0.0021028335,-0.0054100784
0.014951001,0.059186876,0.025283605,0.025738243,0.0101699885,0.014871847,-0.0056366003,0.016901225,0.026928607,-0.022025203,-0.0020760228,-0.005409205
0.014895484,0.059388917,0.02516837,0.025764396,0.010132846,0.014937027,-0.005637877,0.016892692,0.026935771,-0.022036169,-0.002055464,-0.0054018046
0.014874756,0.059121024,0.025209771,0.025637804,0.010105779,0.014812566,-0.005685189,0.016888618,0.026937619,-0.02196938,-0.0020624655,-0.0054052295
0.014925152,0.059311002,0.025160803,0.025652813,0.010050276,0.014759138,-0.0057142694,0.016894436,0.02691907,-0.022016423,-0.0020488934,-0.005410971
0.014964477,0.058991715,0.025254639,0.02568107,0.010121818,0.014811238,-0.0057712295,0.016889198,0.02695254,-0.021938724,-0.002070726,-0.0053968844
0.014954027,0.0592395,0.025189377,0.025807817,0.010134819,0.0146128265,-0.0056512957,0.016909868,0.026924236,-0.022054162,-0.0020369445,-0.0053895903
0.014886768,0.058561202,0.025353134,0.025448369,0.010202861,0.014741077,-0.0056286235,0.016896283,0.026953949,-0.02201643,-0.0020629123,-0.0053912182
0.014961823,0.05871477,0.025358869,0.025460895,0.01014928,0.014967882,-0.005651329,0.016891414,0.026927784,-0.022062618,-0.0020242473,-0.0053929654
0.014949191,0.058941796,0.025278566,0.025587806,0.010058855,0.014964204,-0.005639716,0.016875979,0.026917513,-0.02212711,-0.0020319873,-0.005388707
0.014940469,0.058905944,0.025369953,0.02538324,0.010078296,0.015025222,-0.0056857653,0.016887821,0.02691073,-0.022077123,-0.0020994158,-0.005376722
0.014885613,0.05928225,0.025228752,0.025695156,0.010104492,0.015158839,-0.005678069,0.016890127,0.026919747,-0.022170417,-0.0020646139,-0.0053729136
0.014855121,0.059255023,0.02518456,0.025640268,0.0101133175,0.015528138,-0.0056880047,0.016896224,0.02692961,-0.022129146,-0.0021037345,-0.005369446
0.014899066,0.058898818,0.025260014,0.02546909,0.010283208,0.015313704,-0.0056690816,0.016927253,0.026905647,-0.022171117,-0.002141003,-0.005372459
0.014864439,0.059092917,0.025205797,0.025581965,0.010266086,0.015472004,-0.0055891164,0.016951095,0.026928352,-0.02209904,-0.0021084044,-0.0053548315
0.014856776,0.05879296,0.025155392,0.025370061,0.010105721,0.015272368,-0.005628338,0.016941631,0.026889713,-0.02209851,-0.0021702417,-0.0053638774
0.014859393,0.05883216,0.025167555,0.025519669,0.010230729,0.015539553,-0.0056651067,0.016937347,0.026945194,-0.022138849,-0.0022049106,-0.0053617735
0.014914382,0.059103172,0.025121339,0.025635041,0.01032478,0.015287377,-0.005587011,0.016960394,0.026910601,-0.022150826,-0.002231087,-0.0053554988
0.014969824,0.058868244,0.025253344,0.025432,0.010188476,0.015315439,-0.005742883,0.016933294,0.026934575,-0.022010231,-0.002267919,-0.005337435
0.014955064,0.05872224,0.02522324,0.025396278,0.010372428,0.015492869,-0.005720321,0.01693695,0.026963325,-0.02206063,-0.0022922733,-0.005338905
0.014913647,0.058928158,0.025203988,0.025530063,0.010436358,0.015846603,-0.0057112533,0.01695054,0.027002681,-0.022043759,-0.0023057603,-0.005336239
0.0149330655,0.05909407,0.025167795,0.025589474,0.010370269,0.015467578,-0.005652821,0.016952727,0.0269919,-0.022006627,-0.0022731794,-0.005328367
0.014933753,0.058490377,0.025240831,0.025333742,0.010240982,0.015156978,-0.005733554,0.016941693,0.026994854,-0.021952914,-0.0022836153,-0.0053661265
0.014900293,0.05890291,0.02512161,0.02548741,0.010230583,0.015589924,-0.005723899,0.016949706,0.02700673,-0.02201943,-0.0023014892,-0.0053658183
0.0148701565,0.058992654,0.02514543,0.025600482,0.010226135,0.0156486,-0.005675462,0.01695335,0.026976405,-0.022044372,-0.0022970734,-0.0053701643
0.0148452455,0.059134204,0.025143052,0.025651198,0.010287795,0.015490295,-0.0056800856,0.0169629,0.027011877,-0.022143632,-0.0022564393,-0.0053722966
0.014803214,0.058786377,0.025192006,0.025503928,0.010327267,0.015427302,-0.005690142,0.016960604,0.026971962,-0.022092482,-0.0022626307,-0.0053722323
0.014782011,0.058779385,0.025271105,0.025361108,0.010399209,0.015645914,-0.0056562824,0.016969291,0.027000716,-0.022077693,-0.0022790793,-0.005381172
0.014799319,0.059106484,0.025209682,0.025581358,0.010267264,0.015618664,-0.00568462,0.016973114,0.026999978,-0.022021374,-0.0022443417,-0.005386652
0.01481153,0.05925972,0.025369717,0.025376875,0.010339402,0.015477633,-0.0055102347,0.016992472,0.02699846,-0.021984408,-0.002245301,-0.005390014
0.014878284,0.058810316,0.02555771,0.025158284,0.010180595,0.015226963,-0.005752984,0.016941888,0.027046984,-0.021923255,-0.0022388662,-0.0054252944
0.014861852,0.059208084,0.025427528,0.025366042,0.0102524925,0.014686837,-0.005524788,0.016976777,0.027007256,-0.02203671,-0.002210092,-0.0054206513
0.014860071,0.059086755,0.025468737,0.02543249,0.010270779,0.014924034,-0.005585967,0.016966194,0.02703936,-0.02201101,-0.0022274016,-0.005424264
0.014838793,0.059330504,0.025410298,0.025511235,0.010259883,0.015100713,-0.005609513,0.016966674,0.027010025,-0.021883493,-0.0022095891,-0.0054249326
0.01481679,0.059608635,0.025317285,0.0256149,0.010244175,0.015205252,-0.005650517,0.01696194,0.026994543,-0.021814859,-0.00218697,-0.0054264744
0.014791215,0.05970856,0.025260365,0.02547123,0.010175119,0.015159034,-0.005685343,0.016957002,0.026961546,-0.021872478,-0.0021759006,-0.0054325885
0.0146901,0.05976963,0.025027866,0.025441319,0.010262279,0.01543417,-0.005607302,0.016985057,0.026915645,-0.02165225,-0.0022002805,-0.0054585976
0.014784964,0.05974961,0.025049059,0.025420107,0.010216897,0.015232497,-0.0056848917,0.016967107,0.026941514,-0.02170747,-0.002207007,-0.005482924
0.01479207,0.0600339,0.025103118,0.02546113,0.01023438,0.015236513,-0.0056883437,0.016960056,0.026953503,-0.021757182,-0.0021816979,-0.00548709
0.0148281725,0.059940502,0.025127828,0.02554553,0.010304983,0.015489381,-0.005669009,0.016952783,0.027011355,-0.021792937,-0.0022149207,-0.0054904157
0.014836772,0.06000591,0.025185155,0.025530847,0.010286856,0.015276225,-0.0056746197,0.016953107,0.026979748,-0.021901388,-0.0021911254,-0.00549301
0.014803359,0.059984,0.025214659,0.02548497,0.010285742,0.015419732,-0.0056971614,0.016947335,0.02699247,-0.021882854,-0.0022207072,-0.005486805
0.014789904,0.06001491,0.0252022,0.025399322,0.010284564,0.015478738,-0.005651653,0.016953904,0.026982177,-0.021843398,-0.0021808867,-0.0054803463
0.014775134,0.06004306,0.025125789,0.025612198,0.0103812935,0.015586939,-0.0056333407,0.016967967,0.026983313,-0.021847708,-0.0021437437,-0.005477017
0.014731916,0.06006946,0.025283858,0.025444947,0.010307287,0.015606492,-0.005636805,0.016960861,0.026977984,-0.02185666,-0.0021326132,-0.0054918854
0.014695032,0.060004298,0.025208209,0.025506847,0.010378227,0.015303922,-0.0055981087,0.016975967,0.026957236,-0.02192583,-0.0021546087,-0.005490419
0.014808363,0.060246743,0.025153942,0.025472026,0.010427274,0.015588112,-0.0056602657,0.016965155,0.02700603,-0.02204456,-0.0021334363,-0.005495938
0.014805018,0.059625603,0.025121106,0.025234295,0.010378303,0.015187616,-0.0055835005,0.01699068,0.02698487,-0.022013899,-0.0021309087,-0.0054932893
0.0147546735,0.059842706,0.02504062,0.025286544,0.010361848,0.015482531,-0.005609036,0.016983306,0.026999032,-0.021987407,-0.0021589191,-0.005481313
0.014709082,0.05954249,0.025179861,0.0252518,0.010329232,0.015554536,-0.0055005644,0.017024174,0.026989585,-0.021919195,-0.0022180504,-0.005473828
0.014607956,0.06005215,0.025134275,0.02532028,0.0103003085,0.015349357,-0.005458477,0.017010653,0.026953094,-0.021932812,-0.0021786953,-0.0054588695
0.014707021,0.059442155,0.025231568,0.025128646,0.010325497,0.015440558,-0.0055942615,0.016989235,0.026970267,-0.021915752,-0.0021831277,-0.005471514
0.014712806,0.059691787,0.025177365,0.025221456,0.010352082,0.015509331,-0.0056865504,0.016983893,0.026984053,-0.022009136,-0.002158242,-0.0054746717
0.01465998,0.05965189,0.025246093,0.025334038,0.01036918,0.015660938,-0.0056921206,0.016971739,0.02702258,-0.021960445,-0.0022116161,-0.0054766657
0.014705957,0.059455104,0.02531285,0.025299804,0.010331591,0.015245562,-0.005704848,0.01695396,0.026985833,-0.021965202,-0.0022170015,-0.0054622972
0.014730363,0.059589084,0.025237862,0.025405776,0.010354799,0.015418419,-0.0056956676,0.01694269,0.026999617,-0.02201863,-0.0022072643,-0.0054557854
0.014753589,0.059342988,0.02532324,0.025256908,0.010387039,0.015361209,-0.0057119983,0.016955737,0.026990764,-0.021941831,-0.0022087554,-0.00546934
0.014780934,0.05947832,0.025279917,0.02527456,0.010353601,0.015283694,-0.005687794,0.01695644,0.026967572,-0.021928241,-0.0022145428,-0.005468569
0.0147575755,0.059526388,0.025255648,0.025426846,0.010456489,0.015462857,-0.005707114,0.016953582,0.027006691,-0.021988152,-0.002212384,-0.005466819
0.014787466,0.059591465,0.025227388,0.025394583,0.010367922,0.015271488,-0.005709626,0.016963588,0.026955834,-0.021980569,-0.002206067,-0.0054620565
0.014726873,0.05960459,0.025417248,0.025510095,0.010519764,0.01564117,-0.0055738566,0.016964948,0.027020648,-0.021941029,-0.0022263906,-0.005452856
0.014819799,0.059406813,0.025400467,0.025337303,0.010477302,0.015845243,-0.005676606,0.016907133,0.027059205,-0.021964831,-0.0022725156,-0.005478771
0.014765133,0.059259437,0.025504487,0.025328863,0.010494352,0.015704693,-0.00562815,0.016936937,0.02702188,-0.021953167,-0.0022619928,-0.005461523
0.01476546,0.059133302,0.025478235,0.025358407,0.010524592,0.015878046,-0.0056646504,0.016928542,0.027045744,-0.021970702,-0.0023216829,-0.005453727
0.014712633,0.05938003,0.02538582,0.025496626,0.010506289,0.015778007,-0.005690269,0.016925808,0.027016034,-0.021999998,-0.0022656736,-0.0054449462
0.014649378,0.059550375,0.02541549,0.02548436,0.010528643,0.015722752,-0.0056570745,0.016919438,0.02700095,-0.02196068,-0.002283676,-0.00543916
0.014744191,0.05858014,0.025581902,0.02533584,0.010512933,0.0155512,-0.0056546954,0.016928798,0.027004221,-0.021947812,-0.0023478954,-0.0054694535
0.014651892,0.058795147,0.025403664,0.02542228,0.010448642,0.015581094,-0.005646204,0.016934037,0.026993237,-0.021960571,-0.0023401298,-0.0054534
0.014571108,0.059189364,0.02528432,0.025517331,0.010489568,0.015611002,-0.005616031,0.01694074,0.026995989,-0.022010317,-0.0023245504,-0.0054481933
0.014643653,0.0590936,0.025396928,0.02546188,0.010361033,0.0154253915,-0.0056380616,0.01692738,0.02696251,-0.022028469,-0.0022981113,-0.0054620705
0.014608702,0.05965656,0.025255075,0.02559093,0.010451766,0.015778499,-0.005634851,0.016937383,0.026982613,-0.022063233,-0.0023536296,-0.0054652477
0.014563648,0.0594558,0.025361635,0.025566788,0.010552688,0.015737198,-0.0056045298,0.016941475,0.026986964,-0.022020308,-0.002373092,-0.0054485598
0.014579278,0.05943076,0.025375672,0.02558778,0.010526296,0.015738914,-0.0056473417,0.016929591,0.026995879,-0.02201895,-0.0023918534,-0.0054659494
0.01462877,0.05908681,0.025394896,0.025611877,0.010390118,0.015569683,-0.005719688,0.016935812,0.027003534,-0.022025865,-0.002368912,-0.005475642
0.014637721,0.059177477,0.025390739,0.025589583,0.010353809,0.015693065,-0.0057042176,0.016941467,0.027015788,-0.021989075,-0.0023955093,-0.00546409
0.014561036,0.059504293,0.025318014,0.025785372,0.010543366,0.01566263,-0.0055518225,0.01695777,0.02702184,-0.021974396,-0.0023902012,-0.005464074
0.014480937,0.059668675,0.025219172,0.025857821,0.010582294,0.015701106,-0.005526071,0.016968455,0.027032547,-0.021952791,-0.0023733946,-0.005461953
0.014527879,0.059378125,0.025350135,0.025546782,0.010254602,0.015305439,-0.005636956,0.016966155,0.027037766,-0.021906191,-0.002358545,-0.0054973476
0.014556781,0.059269555,0.025452144,0.025594518,0.010366383,0.015153002,-0.0055454005,0.016986571,0.027080009,-0.02181228,-0.0024227041,-0.0054948633
0.014636729,0.0591305,0.025369242,0.02557218,0.010275373,0.015333956,-0.0056140423,0.016963817,0.027023729,-0.02182813,-0.0024037817,-0.0055239988
0.014636452,0.059332393,0.025235197,0.025698349,0.010260178,0.015491208,-0.005596712,0.016966881,0.027055772,-0.021876752,-0.0023670997,-0.0055251447
0.014731213,0.05913988,0.025414363,0.025552459,0.010260573,0.015003057,-0.0055428175,0.016983347,0.026984276,-0.021901969,-0.0023632993,-0.0055198683
0.014782768,0.059070617,0.02540609,0.025445921,0.010227452,0.014979673,-0.005689086,0.016970217,0.02707504,-0.021955866,-0.0023651668,-0.0055492264
0.014712047,0.059330586,0.025295889,0.025590986,0.010252954,0.01489619,-0.0056356704,0.016969414,0.027055172,-0.021916747,-0.0023504214,-0.0055447235
0.014697584,0.059599523,0.025126828,0.025533803,0.010199369,0.015364954,-0.005682131,0.016947823,0.027058197,-0.021966435,-0.0023049973,-0.005558741
0.014731083,0.05987022,0.02502059,0.025521358,0.010175399,0.015173319,-0.005629479,0.016939541,0.026998114,-0.021940788,-0.00228351,-0.005560949
0.014789965,0.059504762,0.025252728,0.025399057,0.010172089,0.015191193,-0.0056562535,0.016936056,0.027030267,-0.021840056,-0.0023272794,-0.0055549215
0.014759835,0.059532505,0.025235487,0.02557427,0.010279451,0.015084745,-0.0055533093,0.016957803,0.027009828,-0.021761192,-0.0023232629,-0.00554892
0.014738102,0.059289202,0.02503038,0.025513848,0.010194294,0.015191561,-0.005706536,0.016949935,0.026990417,-0.021611653,-0.0023476104,-0.005550596
0.01492592,0.059679378,0.02478491,0.025816353,0.0103594875,0.015271396,-0.0056297923,0.016959857,0.027056014,-0.022182098,-0.0023010753,-0.005555652
0.015002914,0.05891217,0.024954164,0.025663024,0.010352149,0.015388508,-0.005669149,0.016946565,0.027059756,-0.022143768,-0.002273681,-0.00556531
0.015008717,0.05905922,0.024974087,0.025640655,0.010313069,0.015410689,-0.005678782,0.016950235,0.027038567,-0.022113057,-0.0022395048,-0.005566083
0.015007153,0.059139922,0.024991829,0.025562577,0.010305885,0.015413381,-0.005703591,0.01691887,0.027032536,-0.022097198,-0.002194813,-0.0055612945
0.014976488,0.059327036,0.024935985,0.025664603,0.010287755,0.015467849,-0.0057164463,0.016929649,0.027042829,-0.02204441,-0.0022457403,-0.0055587366
0.0149504235,0.059355043,0.024961274,0.025618015,0.010187548,0.0151081905,-0.00573617,0.016931042,0.02702828,-0.022053257,-0.002231669,-0.0055637974
0.014807129,0.05950741,0.025001021,0.025722561,0.010290158,0.014967941,-0.005671784,0.01694437,0.02703872,-0.022034816,-0.002260135,-0.00554052
0.014850252,0.059072785,0.025184343,0.025610147,0.010199749,0.014832191,-0.0056982366,0.01693132,0.027010402,-0.022014549,-0.0022446224,-0.005535023
0.014817667,0.059602387,0.025050972,0.025761053,0.010257213,0.014997594,-0.0056753764,0.01693168,0.027002646,-0.022042803,-0.0022430965,-0.005535209
0.014784544,0.05974178,0.025115201,0.025803888,0.010327825,0.015072959,-0.0056870375,0.016943015,0.027011996,-0.022007963,-0.0022756665,-0.0055233752
0.014824083,0.059726734,0.025012031,0.025834523,0.010336315,0.015127752,-0.00572724,0.016942808,0.026982801,-0.02202519,-0.0022997851,-0.005534732
0.014776008,0.05965721,0.02505891,0.025841536,0.010394224,0.015341773,-0.0056984583,0.016954679,0.026991155,-0.022049056,-0.0022902472,-0.005537562
0.014695518,0.060016874,0.024986923,0.025803352,0.010389923,0.015328947,-0.0056765466,0.01695324,0.027017293,-0.022034816,-0.0023223564,-0.005537565
0.014763912,0.059849232,0.024954267,0.025669435,0.010330499,0.015393163,-0.005656721,0.016946733,0.027037535,-0.022061365,-0.0023692686,-0.005542676
0.014853074,0.059843235,0.0249753,0.025763582,0.010370783,0.015402072,-0.005625997,0.01692999,0.02701366,-0.022088641,-0.0023435852,-0.005548257
0.014791342,0.05967011,0.02500047,0.025776468,0.01043717,0.015566235,-0.0055831666,0.016933821,0.02704052,-0.0221586,-0.0023705515,-0.0055623846
0.014845909,0.059704654,0.025012108,0.025860121,0.010491297,0.015612832,-0.005570276,0.016939865,0.027037252,-0.022150474,-0.0023517262,-0.0055582128
0.014824365,0.059926007,0.024942165,0.025829174,0.010558837,0.015450521,-0.005513103,0.016946882,0.02701483,-0.022141283,-0.0023450379,-0.0055532213
0.014863719,0.059694905,0.024913615,0.025677202,0.0105887875,0.0154365795,-0.0057003344,0.0169181,0.027032712,-0.022100762,-0.0023431834,-0.0055660177
0.014874358,0.0598021,0.024904335,0.02582686,0.010756479,0.0155367255,-0.0054702815,0.016935727,0.026997365,-0.022148792,-0.0023606021,-0.0055608335
0.014907302,0.0594513,0.024987206,0.025802583,0.010555316,0.015140457,-0.005521583,0.016942652,0.027013525,-0.022140905,-0.0023801806,-0.0055810013
0.01496462,0.05950375,0.024989417,0.025777707,0.010547152,0.015146219,-0.0055267853,0.016917065,0.027004944,-0.022175869,-0.0023490079,-0.0055720783
0.014917247,0.059193023,0.025011789,0.02593672,0.010537247,0.015237929,-0.0055147097,0.016913308,0.027017154,-0.022113992,-0.0023556454,-0.0055656093
0.014898025,0.058804378,0.025126262,0.025971884,0.010479164,0.015178903,-0.005599521,0.016909312,0.026998755,-0.022102598,-0.0023704963,-0.005564368
0.01483386,0.059105977,0.025176538,0.026030213,0.010492336,0.015173093,-0.0055229617,0.016918864,0.02699659,-0.02213633,-0.0022904482,-0.0055510825
0.014853625,0.059049807,0.02520916,0.025949012,0.010489759,0.015186124,-0.005576293,0.016895989,0.027040888,-0.021973105,-0.0023516994,-0.0055696433
0.015024128,0.059544142,0.025111916,0.0261287,0.010680306,0.015320918,-0.005440547,0.016922427,0.027095526,-0.022207959,-0.0023457652,-0.0055610575
0.014992914,0.059578903,0.025194537,0.026034165,0.010647726,0.015344748,-0.005458184,0.016924689,0.027062094,-0.022165827,-0.0023477504,-0.0055660517
0.015036181,0.059269052,0.025259364,0.02590434,0.010543418,0.0154094035,-0.005515454,0.0168865,0.027106784,-0.022161096,-0.0023064723,-0.0055916933
0.0150333075,0.05937379,0.025276083,0.02570037,0.010555964,0.015082562,-0.005490481,0.016883202,0.02709461,-0.02211146,-0.0022646897,-0.005587425
0.01502718,0.059500262,0.025159867,0.025820153,0.010555577,0.01535174,-0.0055341125,0.016881196,0.027117265,-0.021990374,-0.00225486,-0.005584504
0.015004609,0.05955038,0.025156112,0.025789013,0.010619547,0.015241374,-0.005518541,0.016878357,0.027112192,-0.021992244,-0.0022499338,-0.005590645
0.014927751,0.059651054,0.025159074,0.025827048,0.01052705,0.015212449,-0.0055091702,0.016874934,0.027108211,-0.021943104,-0.0022435966,-0.0055982983
0.014946761,0.059518814,0.025220461,0.025922975,0.010529356,0.015129179,-0.005478514,0.016868759,0.027106758,-0.021993322,-0.002254251,-0.0055851443
0.014925538,0.059725594,0.02520556,0.025947575,0.010563268,0.015355569,-0.0054309773,0.016880374,0.027121611,-0.02198709,-0.002286237,-0.00557323
0.014827709,0.05943456,0.025282113,0.02575968,0.010482675,0.015137549,-0.005497803,0.016860152,0.027099952,-0.0219803,-0.00221412,-0.005581271
0.014804777,0.05961457,0.0252695,0.025811756,0.010504902,0.015437637,-0.005499896,0.016861266,0.02712432,-0.02198012,-0.002254966,-0.005593989
0.014798079,0.059358567,0.025399357,0.02573751,0.010566868,0.015313876,-0.005400785,0.016872475,0.027091984,-0.0220549,-0.0022643253,-0.0055981446
0.014850281,0.059291136,0.025392218,0.025725294,0.010492374,0.015500225,-0.005460558,0.016873725,0.02710867,-0.021995805,-0.0022464972,-0.0055988687
0.014837219,0.059452772,0.02529874,0.025764603,0.010511554,0.015535332,-0.005484974,0.016879786,0.027121576,-0.021999085,-0.002237483,-0.0056169312
0.014859441,0.059396774,0.025396505,0.025587572,0.010514537,0.015306379,-0.0054457425,0.01689457,0.027108144,-0.02194667,-0.00226159,-0.005621023
0.014748213,0.059581507,0.025366656,0.025496447,0.010500919,0.015277466,-0.0055048787,0.016888145,0.027091958,-0.021969574,-0.0022358727,-0.00561271
0.014726962,0.05970713,0.025198096,0.0255074,0.010447733,0.014995828,-0.005491072,0.016895788,0.027071,-0.022018211,-0.002238059,-0.0056126313
0.014761462,0.059411883,0.025450692,0.025388248,0.010444839,0.01493751,-0.0054879216,0.016897673,0.027055938,-0.021968147,-0.002243102,-0.0056128795
0.014736193,0.059828635,0.02538416,0.025439292,0.010439582,0.01510436,-0.00545087,0.016907187,0.027079497,-0.021996703,-0.0022219562,-0.005610005
0.014783943,0.060031734,0.025323197,0.02548778,0.010524662,0.015185032,-0.0054635154,0.01690528,0.027110878,-0.022066822,-0.0022496332,-0.00561267
0.014759085,0.059473585,0.025529755,0.025243137,0.010491391,0.014808547,-0.0054317247,0.01691265,0.02706697,-0.022065258,-0.0022356692,-0.0056112595
0.014712028,0.059989512,0.025281357,0.025338134,0.010503883,0.015063822,-0.005460462,0.016907457,0.027089821,-0.022096911,-0.0022319932,-0.0056129154
0.014779908,0.05929584,0.025479812,0.025187796,0.01051728,0.015025113,-0.0055036764,0.01689756,0.027051952,-0.02201546,-0.0022517643,-0.005629999
0.014758618,0.059527665,0.025299316,0.025253851,0.010541751,0.01495764,-0.0053962246,0.016908305,0.027015572,-0.022028862,-0.0022355826,-0.0056263786
0.014823848,0.059272315,0.025350781,0.02521325,0.010480553,0.015104679,-0.0055183605,0.016886013,0.027034434,-0.021991111,-0.0022674734,-0.0056178016
