w11,w12,w13,w21,w22,w23,w31,w32,w33,w41,w42,w43
0.021420812,0.049571298,0.01400193,-0.01889352,0.03723829,0.03847675,-0.016463634,-0.020226425,-0.015719313,0.005989681,-0.017419556,-0.010948
0.02136877,0.04950223,0.014007908,-0.01888874,0.037275765,0.038374595,-0.016318118,-0.02022981,-0.015718563,0.005927091,-0.017417574,-0.010901502
0.021300571,0.04942589,0.014018895,-0.018881347,0.037424296,0.038548086,-0.01638264,-0.02021149,-0.015729604,0.005967906,-0.017411485,-0.01093862
0.021403374,0.049486835,0.014041205,-0.018883273,0.037207883,0.03822383,-0.016357623,-0.020269547,-0.015727002,0.006041422,-0.017410953,-0.010912123
0.021392051,0.04947806,0.014054566,-0.018883772,0.03712297,0.038071603,-0.016325083,-0.020260291,-0.015730128,0.006050138,-0.017415257,-0.010930394
0.021318048,0.0494237,0.014048457,-0.018888123,0.037252057,0.03824585,-0.016344368,-0.020232376,-0.015731392,0.006017741,-0.017416611,-0.010856206
0.02134305,0.049534537,0.014037025,-0.018890789,0.037218753,0.03831278,-0.016412811,-0.020262538,-0.015720578,0.006080066,-0.017415822,-0.010943798
0.021323808,0.049403526,0.01403707,-0.01889019,0.037305348,0.03856086,-0.016367668,-0.020243064,-0.01572531,0.006025468,-0.01741436,-0.010991648
0.021370921,0.04941641,0.014035308,-0.018893665,0.037471488,0.03896498,-0.016427865,-0.020144459,-0.015733488,0.00605596,-0.01741209,-0.010886605
0.021384478,0.049538903,0.014043987,-0.018890213,0.03729056,0.038505364,-0.01642113,-0.020236792,-0.015711641,0.006043477,-0.017407075,-0.010902545
0.021388387,0.04946873,0.014022138,-0.018889565,0.03743976,0.039106153,-0.016509213,-0.020193597,-0.015727026,0.006103376,-0.017401887,-0.010863647
0.021405146,0.049521822,0.014055381,-0.018886367,0.037278824,0.03857743,-0.016488282,-0.020224323,-0.015710527,0.006063048,-0.017406845,-0.010916458
0.021447636,0.049497366,0.014026668,-0.018889207,0.037310634,0.038676687,-0.016552603,-0.02022457,-0.015715852,0.00606487,-0.017406974,-0.010874559
0.021409675,0.049541514,0.014061602,-0.01889712,0.037299298,0.0385237,-0.016479814,-0.020244539,-0.01573096,0.005996363,-0.017415537,-0.01080479
0.021392027,0.04939922,0.014086379,-0.018898599,0.03740962,0.038766637,-0.016573701,-0.020257741,-0.015722096,0.005981974,-0.017414948,-0.010707076
0.021426175,0.049527615,0.014052683,-0.018895546,0.03740202,0.038776,-0.016612494,-0.020224726,-0.015719872,0.005991641,-0.017411899,-0.010763565
0.02137327,0.04954217,0.014051845,-0.018889973,0.037493538,0.038680363,-0.016657425,-0.02021115,-0.015732057,0.005972453,-0.017417746,-0.010704984
0.02153389,0.04973694,0.013962059,-0.018891796,0.037202522,0.03852691,-0.016659517,-0.020234643,-0.01569359,0.006109574,-0.01741695,-0.010754826
0.02143221,0.049465258,0.01403918,-0.018884284,0.03732707,0.038572855,-0.016658142,-0.020244546,-0.015707768,0.005966221,-0.017439017,-0.010642967
0.021669058,0.049778223,0.013841658,-0.018893626,0.037194766,0.03841193,-0.016624577,-0.020232348,-0.015704542,0.005977835,-0.01743796,-0.010821397
0.021637894,0.04982102,0.013866742,-0.018887483,0.03723885,0.03861945,-0.016606819,-0.02019072,-0.015715001,0.005976708,-0.017439514,-0.010785971
0.021605449,0.049711194,0.013896684,-0.018885681,0.037253324,0.03867429,-0.016626934,-0.020193754,-0.015714666,0.005947345,-0.017442493,-0.010712877
0.021595702,0.049644075,0.013938227,-0.01888851,0.037200455,0.038410112,-0.016684912,-0.020219084,-0.015708983,0.005967411,-0.01744144,-0.010750709
0.021588838,0.04961298,0.013962162,-0.01889122,0.0373829,0.03863108,-0.016714279,-0.02013842,-0.015717508,0.005977527,-0.017448764,-0.010764563
0.02157166,0.049599845,0.013949278,-0.01888884,0.0373995,0.03858789,-0.016663276,-0.020085959,-0.015706215,0.006040724,-0.017446836,-0.010751519
0.021615904,0.049700063,0.014031604,-0.018885551,0.037236143,0.038428362,-0.01658712,-0.020147903,-0.015690528,0.006080025,-0.017442279,-0.010789942
0.021593934,0.04962039,0.014002312,-0.01888775,0.037367813,0.03865892,-0.016679956,-0.020089095,-0.015677497,0.006072462,-0.017444443,-0.010755633
0.02166819,0.04961435,0.014028487,-0.018892003,0.037493173,0.038608674,-0.01666448,-0.020110412,-0.015689638,0.006063214,-0.017444825,-0.010794933
0.021604894,0.04957424,0.014037067,-0.018888975,0.037505426,0.038480308,-0.01670909,-0.020090498,-0.015690984,0.006062828,-0.017439146,-0.010823204
0.021659637,0.049546737,0.014071982,-0.018877313,0.03766688,0.039200116,-0.016705152,-0.020081542,-0.015686078,0.006110677,-0.017434115,-0.010800066
0.02157682,0.049633916,0.014081307,-0.01887496,0.037238356,0.038492355,-0.0167763,-0.020151112,-0.015688192,0.006096933,-0.017427037,-0.010835755
0.021582952,0.049739636,0.014081528,-0.018876482,0.037292,0.038952935,-0.016653853,-0.02013742,-0.015703985,0.006156607,-0.017445182,-0.010841454
0.021506952,0.04964846,0.014122926,-0.018876271,0.037362475,0.039041206,-0.016700251,-0.020177806,-0.015696017,0.006136647,-0.017441746,-0.010809301
0.021537198,0.04967016,0.014127458,-0.018881774,0.037222773,0.0386399,-0.016606517,-0.020183343,-0.015691862,0.006150242,-0.017443834,-0.010804058
0.021529268,0.049707424,0.014153755,-0.018879335,0.037342392,0.039025735,-0.016463624,-0.020127041,-0.015700275,0.006090705,-0.017442517,-0.010816223
0.02142396,0.04954029,0.014156871,-0.018875139,0.037305,0.03875573,-0.01664715,-0.020033984,-0.015673023,0.006062183,-0.017442353,-0.010766065
0.02146084,0.049631607,0.014128768,-0.018875051,0.037353363,0.038840044,-0.016590526,-0.02001212,-0.015686875,0.006089168,-0.017449548,-0.010719784
0.021406306,0.049626168,0.014146938,-0.018874763,0.037389617,0.03907595,-0.016613297,-0.020033423,-0.015673848,0.006116622,-0.017446592,-0.010702968
0.02144377,0.04968782,0.014100972,-0.018879179,0.03739813,0.03914531,-0.01663831,-0.020051857,-0.01567153,0.00609509,-0.01744431,-0.010744836
0.02142713,0.049741514,0.014132858,-0.018890165,0.03742693,0.039169785,-0.01672549,-0.020057214,-0.01564888,0.006076346,-0.017448142,-0.010777744
0.021413384,0.049717523,0.014166432,-0.018890832,0.037403896,0.039106984,-0.016766088,-0.020067727,-0.015671683,0.006084889,-0.017456662,-0.010800214
0.021440601,0.049754824,0.014124462,-0.01888386,0.03733822,0.039165314,-0.016779562,-0.020045474,-0.015690085,0.006085916,-0.017455779,-0.010751486
0.021233562,0.049707912,0.014158568,-0.018871786,0.037458275,0.038895514,-0.016798537,-0.020018913,-0.015671669,0.006084802,-0.01745422,-0.010679195
0.021373423,0.050106578,0.014070968,-0.018871881,0.03725253,0.03865769,-0.016683426,-0.02010505,-0.015641598,0.006083234,-0.017457185,-0.010837791
0.021311937,0.049848255,0.014174208,-0.01885644,0.037465233,0.039132446,-0.016736282,-0.02006399,-0.015657099,0.00603278,-0.017457768,-0.010797174
0.02134828,0.04996818,0.014171522,-0.018864997,0.037461698,0.039290525,-0.016649192,-0.020094158,-0.015633397,0.006097877,-0.01745809,-0.011006933
0.021280779,0.049753103,0.014228189,-0.01885941,0.037529316,0.039524898,-0.01664248,-0.020089356,-0.015624991,0.006072904,-0.017460003,-0.011046279
0.02129106,0.049887065,0.014230697,-0.01886091,0.037591122,0.039703377,-0.016539043,-0.020112125,-0.015616543,0.006110465,-0.017452747,-0.011059742
0.021307684,0.04986269,0.014218677,-0.018868301,0.03760715,0.039735287,-0.016604414,-0.020158472,-0.015620209,0.006138973,-0.017456807,-0.01106759
0.021288587,0.04981304,0.014271935,-0.018868154,0.03758867,0.039680224,-0.016584259,-0.020171558,-0.015632436,0.006120603,-0.017464446,-0.011039146
0.021396913,0.04983754,0.014264527,-0.018866763,0.037572015,0.039793905,-0.01674,-0.020071302,-0.015664112,0.006082806,-0.017464668,-0.011052485
0.021297142,0.049917962,0.014354972,-0.01886668,0.037128665,0.038337022,-0.016822854,-0.02013083,-0.015595881,0.005971522,-0.017459655,-0.010936533
0.021424241,0.04997489,0.014329661,-0.018868841,0.037245564,0.038832333,-0.016773742,-0.02012095,-0.015600365,0.005977996,-0.017462404,-0.010891182
0.021335622,0.04990075,0.014314534,-0.018867197,0.037415937,0.03924387,-0.01676571,-0.020121403,-0.015620985,0.005995875,-0.017462412,-0.010909583
0.02135242,0.049996063,0.014285381,-0.018867863,0.03740915,0.039268762,-0.016757019,-0.02014107,-0.015592563,0.005999753,-0.017460799,-0.010925928
0.021256777,0.04982237,0.014300421,-0.018869705,0.037552364,0.039622243,-0.016758952,-0.020109277,-0.01560566,0.00595842,-0.017458647,-0.011011774
0.021315757,0.049858563,0.014264106,-0.018876702,0.03749937,0.039516833,-0.016918268,-0.02017752,-0.015588132,0.005953814,-0.017459268,-0.010990934
0.021254554,0.049818806,0.014282716,-0.018885396,0.0376174,0.03962509,-0.016988533,-0.020209972,-0.015575166,0.005966859,-0.017457228,-0.010999649
0.02122937,0.049856722,0.014319309,-0.018876957,0.037589,0.039416593,-0.01681776,-0.020179946,-0.015589374,0.00593211,-0.017460834,-0.011012784
0.021245833,0.04980347,0.01427491,-0.018881276,0.037566587,0.0393567,-0.016842708,-0.02017006,-0.015561678,0.005953566,-0.017463617,-0.010969452
0.021233851,0.0499726,0.014272903,-0.018885443,0.03739273,0.038883943,-0.01679108,-0.020143552,-0.015600569,0.005922036,-0.017466076,-0.011041922
0.021140428,0.049899172,0.014294827,-0.018889116,0.037465647,0.03903098,-0.016818484,-0.020164635,-0.015584144,0.005950393,-0.017461838,-0.011010597
0.021132305,0.04999343,0.014253496,-0.018892586,0.037579194,0.03922707,-0.016814178,-0.020160178,-0.01558629,0.005951105,-0.017466445,-0.011022737
0.02102731,0.049879856,0.014228049,-0.01889434,0.037580293,0.039204367,-0.016872492,-0.020155292,-0.015566875,0.005967889,-0.017469583,-0.011015574
0.021023577,0.050005686,0.014163908,-0.018891774,0.03744869,0.0388808,-0.016919857,-0.020165872,-0.015567152,0.006012537,-0.017467724,-0.010941258
0.02096085,0.04994186,0.014187952,-0.018885883,0.037391774,0.03894963,-0.016784754,-0.02016681,-0.0155677,0.005998881,-0.01746514,-0.010921087
0.02097718,0.049875524,0.014179293,-0.01888383,0.037521966,0.039163843,-0.016895428,-0.020107273,-0.015607481,0.006016955,-0.017468613,-0.01089326
0.021004997,0.049907733,0.014154065,-0.018874107,0.037358858,0.038931075,-0.01687749,-0.02019956,-0.015600517,0.006007001,-0.017468968,-0.010927822
0.021191308,0.05008231,0.014056977,-0.018888492,0.0371491,0.038728,-0.016876604,-0.020145787,-0.015652472,0.006091191,-0.017470328,-0.010905975
0.021145092,0.049890857,0.014055141,-0.01888161,0.037265074,0.038746256,-0.016964387,-0.020134024,-0.01563236,0.006063777,-0.017456526,-0.010847276
0.021229167,0.05007328,0.014026321,-0.018886657,0.037216336,0.03876525,-0.016947357,-0.020150088,-0.015626756,0.006104932,-0.017454525,-0.01078192
0.021246517,0.049943954,0.014034437,-0.01889542,0.037092965,0.038848102,-0.016913138,-0.02011751,-0.01562753,0.006107737,-0.01744922,-0.010788603
0.021150047,0.049863342,0.014050711,-0.018902421,0.037228078,0.038647793,-0.016950754,-0.020115292,-0.015642304,0.006074147,-0.01745159,-0.010770854
0.021202853,0.049777385,0.014115603,-0.018901382,0.03715794,0.03880571,-0.016948186,-0.020087888,-0.015644716,0.006114855,-0.017457023,-0.010785589
0.021232165,0.04986082,0.014042757,-0.018900694,0.037232634,0.039098587,-0.01692987,-0.020089334,-0.015666911,0.006135527,-0.017464384,-0.010828702
0.021227993,0.049796876,0.014004818,-0.018897943,0.03733327,0.039268564,-0.017036078,-0.02008603,-0.015632587,0.006171229,-0.017459262,-0.010775141
0.021064797,0.049874395,0.014081322,-0.018893987,0.03731305,0.038965702,-0.01703937,-0.02012934,-0.015629156,0.006140282,-0.0174527,-0.010660283
0.021107592,0.049929205,0.013947422,-0.018899081,0.037155483,0.03905234,-0.016969584,-0.019883726,-0.015711157,0.006034588,-0.017453784,-0.010747116
0.021027246,0.049700104,0.013934113,-0.018893616,0.03701866,0.03847184,-0.01719262,-0.019892251,-0.015700806,0.00601087,-0.017436199,-0.010545148
0.021004038,0.049949825,0.013932694,-0.018898621,0.03696167,0.038111627,-0.01717729,-0.019933106,-0.015704488,0.00603233,-0.017438462,-0.0105463
0.020887036,0.049694765,0.013968729,-0.018896466,0.037074722,0.03803195,-0.017214848,-0.019936955,-0.015710194,0.00599396,-0.017433776,-0.01049467
0.020897483,0.049734984,0.01399497,-0.018895792,0.036955014,0.038167637,-0.017226595,-0.019947845,-0.015721759,0.006029042,-0.017431233,-0.010542472
0.020849278,0.049600203,0.014062149,-0.018895948,0.037192214,0.038469207,-0.017242715,-0.01996499,-0.015688535,0.006015027,-0.01741875,-0.010497971
0.021052485,0.04985343,0.014074452,-0.01888217,0.03703228,0.03867806,-0.017190393,-0.020106304,-0.015678894,0.006010584,-0.017418586,-0.010576602
0.020992452,0.04978597,0.014090906,-0.018874409,0.037069872,0.038694613,-0.017267168,-0.020087505,-0.015677003,0.006034851,-0.017419606,-0.010542028
0.020943183,0.049732126,0.014131495,-0.018864801,0.03707401,0.038516473,-0.017329294,-0.020111786,-0.015680103,0.00601967,-0.017420297,-0.010540693
0.020948596,0.049782734,0.014060097,-0.01887341,0.037073247,0.03825352,-0.017340314,-0.020068543,-0.015676478,0.006028325,-0.01742176,-0.010583888
0.021000225,0.049843494,0.014077445,-0.018876405,0.037066165,0.038361747,-0.017375803,-0.019996872,-0.015671773,0.006044291,-0.017418224,-0.010575253
0.02097278,0.049832962,0.014098901,-0.01887346,0.037011635,0.038266964,-0.017404856,-0.020006802,-0.015655443,0.006020777,-0.017417353,-0.010628662
0.02091327,0.049740862,0.014128394,-0.018879242,0.03715133,0.03840823,-0.017399933,-0.020033,-0.015664915,0.005996319,-0.017418053,-0.010646242
0.020908495,0.049653415,0.014100546,-0.018872896,0.037232593,0.03873454,-0.017514575,-0.020001514,-0.015668783,0.005950823,-0.017418314,-0.010631587
0.020945707,0.04979272,0.014086531,-0.018880885,0.03703866,0.038583297,-0.017473938,-0.020116052,-0.015634524,0.005951112,-0.017419329,-0.010698678
0.0209826,0.0498912,0.014077326,-0.01887404,0.037078958,0.038659796,-0.017607631,-0.019993423,-0.015672091,0.005987811,-0.01742074,-0.010618105
0.02101642,0.049846042,0.014066584,-0.018878946,0.037131537,0.038770188,-0.01761524,-0.02002879,-0.015639972,0.006011741,-0.017418962,-0.010612525
0.020961054,0.04992842,0.014109722,-0.018884197,0.037124287,0.03864851,-0.017587293,-0.020029023,-0.015650295,0.005962158,-0.017416228,-0.010652188
0.020966575,0.049935848,0.014066094,-0.01888154,0.03715095,0.038649898,-0.017526556,-0.020011647,-0.015648363,0.00597065,-0.017412357,-0.010656732
0.021002486,0.049915787,0.014026764,-0.018878443,0.03711965,0.038738634,-0.017474947,-0.019936794,-0.015657963,0.005943833,-0.017412566,-0.010697993
0.020956565,0.049964365,0.014028465,-0.018882016,0.037164778,0.038652103,-0.017651578,-0.020001207,-0.015638022,0.005966401,-0.017412744,-0.010725386
0.02097189,0.050019838,0.014013891,-0.018887708,0.03712502,0.03863963,-0.017588444,-0.019985903,-0.015674897,0.006038381,-0.0174195,-0.010672809
0.020997845,0.0499862,0.014019433,-0.018896699,0.037188865,0.038820773,-0.017551864,-0.019954998,-0.015665926,0.006008732,-0.017413493,-0.0107121
0.020987414,0.0499878,0.014045833,-0.018893033,0.037158273,0.03879902,-0.01758531,-0.019954972,-0.015662882,0.006008895,-0.017415293,-0.010710115
0.020954795,0.0498254,0.014072239,-0.01889559,0.037252832,0.039140727,-0.017617505,-0.019964444,-0.015679834,0.006035372,-0.017421123,-0.010628504
0.020845285,0.04984268,0.014073317,-0.0188857,0.03725856,0.03900079,-0.017630054,-0.01997838,-0.015728654,0.00605236,-0.017421307,-0.01062742
0.020862196,0.049907003,0.014119,-0.018886754,0.037081126,0.03903086,-0.017633699,-0.019881474,-0.015737234,0.0061361,-0.017420532,-0.010491801
0.020757249,0.050014213,0.01412769,-0.018891478,0.036858633,0.038204618,-0.01759584,-0.020015817,-0.01573452,0.006022077,-0.017420052,-0.010677052
0.020786373,0.04998181,0.014091978,-0.018894237,0.03701592,0.03884635,-0.017605755,-0.019973908,-0.015702201,0.005994709,-0.017421197,-0.010685022
0.020734051,0.049835518,0.014159724,-0.018897459,0.037307076,0.039216004,-0.017661748,-0.0200183,-0.015671281,0.006011811,-0.017418982,-0.010632443
0.020793187,0.04993748,0.014109668,-0.018903516,0.03739068,0.03934959,-0.017645644,-0.020042146,-0.01563838,0.006038322,-0.017419094,-0.010726354
0.020706719,0.049842205,0.014136507,-0.018897373,0.03737833,0.039190777,-0.017678455,-0.019992355,-0.015660184,0.006028902,-0.017414115,-0.01056287
0.02082394,0.050085872,0.014047321,-0.01889605,0.03732362,0.039260287,-0.017601486,-0.01998917,-0.015642198,0.006025807,-0.017415097,-0.010590415
0.020769538,0.050147954,0.014033284,-0.01889284,0.037310753,0.03887724,-0.017622033,-0.020047845,-0.015643138,0.005978013,-0.017425124,-0.010537175
0.020727858,0.050069638,0.01405304,-0.018892843,0.03730632,0.038966186,-0.017697196,-0.02005974,-0.015599284,0.005948782,-0.017422277,-0.010491515
0.020758223,0.050268583,0.014012,-0.018892502,0.037277,0.038763277,-0.017682435,-0.020068875,-0.015611499,0.005924045,-0.017422695,-0.010546626
0.020701753,0.050099175,0.014067831,-0.018886732,0.037244435,0.03857884,-0.017742457,-0.020076288,-0.015611286,0.005928163,-0.017422263,-0.010517555
0.020721644,0.050148536,0.014076347,-0.018882692,0.03749369,0.039061617,-0.017641354,-0.020140406,-0.01564884,0.005896607,-0.01742118,-0.010495291
0.020707939,0.050033625,0.014101435,-0.018880023,0.037422728,0.039137848,-0.017635942,-0.020071432,-0.015642637,0.005933402,-0.017418658,-0.010523969
0.02057115,0.05005943,0.014146614,-0.018881492,0.03747646,0.038723826,-0.017598022,-0.020126289,-0.015624605,0.005998318,-0.017420439,-0.010527489
0.020636821,0.050102185,0.014036285,-0.018877951,0.037366305,0.038769383,-0.017595531,-0.020029275,-0.015698345,0.005963574,-0.017417457,-0.010553882
0.020586526,0.05018199,0.014078295,-0.018880805,0.037324905,0.03836622,-0.017633962,-0.02007475,-0.015689312,0.005947742,-0.017419519,-0.010515742
0.020655878,0.050132688,0.014051772,-0.018891253,0.037274305,0.038360402,-0.017687405,-0.020025883,-0.015711783,0.005975768,-0.017422019,-0.010495562
0.020650659,0.05009207,0.014063863,-0.018890904,0.03733343,0.03840951,-0.017759472,-0.020004379,-0.015732288,0.005927801,-0.017426115,-0.01049225
0.020631498,0.05002587,0.014057051,-0.018895153,0.03729095,0.03849893,-0.017831927,-0.019998103,-0.01568687,0.00594012,-0.017422715,-0.010462135
0.02064744,0.050099574,0.01407327,-0.018893428,0.03728602,0.038567,-0.017830098,-0.020004714,-0.015691552,0.005970748,-0.017425139,-0.010523779
0.020682309,0.050147858,0.014111713,-0.018905101,0.037336953,0.0384695,-0.017864667,-0.019993065,-0.015714338,0.005989786,-0.017429793,-0.010429624
0.020672932,0.0501787,0.01403532,-0.018905904,0.03744759,0.03856296,-0.01785948,-0.020011146,-0.01571788,0.00598664,-0.017434554,-0.010480365
0.020574385,0.050031282,0.014008929,-0.018902842,0.037520304,0.038704656,-0.017912287,-0.02004899,-0.015654424,0.005957185,-0.017425908,-0.010476183
0.02063956,0.050260335,0.013968059,-0.018913321,0.03733189,0.038792405,-0.017721804,-0.020133095,-0.015649458,0.005921765,-0.017432591,-0.010531281
0.020539923,0.0499362,0.013979385,-0.018908063,0.03751742,0.03896509,-0.017829848,-0.020120932,-0.015662275,0.005869181,-0.017429305,-0.010496962
0.020560915,0.05009114,0.013999206,-0.01891673,0.037332956,0.038561724,-0.01782615,-0.020159217,-0.01565444,0.005864312,-0.017427742,-0.010522424
0.020542137,0.050189216,0.013971715,-0.018918784,0.037370943,0.038929217,-0.017787265,-0.02008933,-0.015689773,0.005891421,-0.017429017,-0.010575511
0.02050907,0.050111998,0.013990936,-0.018914407,0.03729458,0.038742464,-0.017804503,-0.020075087,-0.015682006,0.005882641,-0.017424108,-0.010508712
